"","rules","support","confidence","coverage","lift","count"
"152","{GREEN REGENCY TEACUP AND SAUCER (22697)} => {PINK REGENCY TEACUP AND SAUCER (22698)}",0.0241700159665254,0.642752562225476,0.0376039200572593,21.8211491358903,439
"153","{PINK REGENCY TEACUP AND SAUCER (22698)} => {ROSES REGENCY TEACUP AND SAUCER  (22699)}",0.0227935913670649,0.773831775700935,0.0294554864284534,18.2060965570675,414
"154","{ROSES REGENCY TEACUP AND SAUCER  (22699)} => {PINK REGENCY TEACUP AND SAUCER (22698)}",0.0227935913670649,0.536269430051813,0.0425039916313384,18.2060965570675,414
"155","{PINK REGENCY TEACUP AND SAUCER (22698)} => {REGENCY CAKESTAND 3 TIER (22423)}",0.015691240433849,0.532710280373832,0.0294554864284535,6.01717464081462,285
"156","{REGENCY CAKESTAND 3 TIER (22423)} => {PINK REGENCY TEACUP AND SAUCER (22698)}",0.015691240433849,0.177238805970149,0.0885316302372956,6.01717464081462,285
"157","{HAND WARMER SCOTTY DOG DESIGN (22866)} => {HAND WARMER BIRD DESIGN (22867)}",0.013048505202885,0.504255319148936,0.0258767824698563,19.5700627386798,237
"158","{HAND WARMER BIRD DESIGN (22867)} => {HAND WARMER SCOTTY DOG DESIGN (22866)}",0.013048505202885,0.506410256410256,0.0257666685018995,19.5700627386798,237
"159","{HAND WARMER SCOTTY DOG DESIGN (22866)} => {HAND WARMER OWL DESIGN (22865)}",0.0152507845620217,0.58936170212766,0.0258767824698563,19.1495109047311,277
"160","{HAND WARMER OWL DESIGN (22865)} => {HAND WARMER SCOTTY DOG DESIGN (22866)}",0.0152507845620217,0.495527728085868,0.0307768540439355,19.1495109047311,277
"161","{LOVE HOT WATER BOTTLE (23356)} => {HOT WATER BOTTLE KEEP CALM (23355)}",0.0119473655233166,0.484375,0.0246655288223311,12.3911311619718,217
"162","{HOT WATER BOTTLE KEEP CALM (23355)} => {LOVE HOT WATER BOTTLE (23356)}",0.0119473655233166,0.305633802816901,0.0390904586246765,12.3911311619718,217
"163","{HOT WATER BOTTLE TEA AND SYMPATHY (22114)} => {CHOCOLATE HOT WATER BOTTLE (22112)}",0.0139844739305181,0.500986193293886,0.0279138908770578,13.0926794658947,254
"164","{CHOCOLATE HOT WATER BOTTLE (22112)} => {HOT WATER BOTTLE TEA AND SYMPATHY (22114)}",0.0139844739305181,0.365467625899281,0.0382646038650003,13.0926794658947,254
"165","{HOT WATER BOTTLE TEA AND SYMPATHY (22114)} => {HOT WATER BOTTLE KEEP CALM (23355)}",0.0123327644111656,0.441814595660749,0.0279138908770578,11.302364085896,224
"166","{HOT WATER BOTTLE KEEP CALM (23355)} => {HOT WATER BOTTLE TEA AND SYMPATHY (22114)}",0.0123327644111656,0.315492957746479,0.0390904586246765,11.302364085896,224
"167","{WOOD 2 DRAWER CABINET WHITE FINISH (82483)} => {WOODEN PICTURE FRAME WHITE FINISH (82482)}",0.0101855420360073,0.379876796714579,0.0268127511974894,8.18470018828814,185
"168","{WOODEN PICTURE FRAME WHITE FINISH (82482)} => {WOOD 2 DRAWER CABINET WHITE FINISH (82483)}",0.0101855420360073,0.219454329774614,0.0464130374938061,8.18470018828814,185
"169","{HOT WATER BOTTLE I AM SO POORLY (22835)} => {CHOCOLATE HOT WATER BOTTLE (22112)}",0.0155811264658922,0.570564516129032,0.0273082640532952,14.9110263402181,283
"170","{CHOCOLATE HOT WATER BOTTLE (22112)} => {HOT WATER BOTTLE I AM SO POORLY (22835)}",0.0155811264658922,0.407194244604317,0.0382646038650003,14.9110263402181,283
"171","{HOT WATER BOTTLE I AM SO POORLY (22835)} => {HOT WATER BOTTLE KEEP CALM (23355)}",0.010020371084072,0.366935483870968,0.0273082640532952,9.38682985006815,182
"172","{HOT WATER BOTTLE KEEP CALM (23355)} => {HOT WATER BOTTLE I AM SO POORLY (22835)}",0.010020371084072,0.256338028169014,0.0390904586246765,9.38682985006815,182
"173","{LARGE WHITE HEART OF WICKER (23322)} => {SMALL WHITE HEART OF WICKER (23321)}",0.0152507845620217,0.549603174603175,0.0277487199251225,17.181484441166,277
"174","{SMALL WHITE HEART OF WICKER (23321)} => {LARGE WHITE HEART OF WICKER (23322)}",0.0152507845620217,0.476764199655766,0.0319881076914607,17.181484441166,277
"175","{LARGE WHITE HEART OF WICKER (23322)} => {HEART OF WICKER LARGE (22470)}",0.0104608269558994,0.376984126984127,0.0277487199251225,8.58040438397581,190
"176","{HEART OF WICKER LARGE (22470)} => {LARGE WHITE HEART OF WICKER (23322)}",0.0104608269558994,0.238095238095238,0.0439354732147773,8.58040438397581,190
"177","{LOVE BUILDING BLOCK WORD (21755)} => {HOME BUILDING BLOCK WORD (21754)}",0.0150856136100864,0.495479204339964,0.030446512140065,13.0615221892986,274
"178","{HOME BUILDING BLOCK WORD (21754)} => {LOVE BUILDING BLOCK WORD (21755)}",0.0150856136100864,0.397677793904209,0.0379342619611298,13.0615221892986,274
"179","{WOODEN STAR CHRISTMAS SCANDINAVIAN (22578)} => {WOODEN HEART CHRISTMAS SCANDINAVIAN (22577)}",0.0175631778891152,0.736720554272517,0.0238396740626548,28.9007676614508,319
"180","{WOODEN HEART CHRISTMAS SCANDINAVIAN (22577)} => {WOODEN STAR CHRISTMAS SCANDINAVIAN (22578)}",0.0175631778891152,0.688984881209503,0.0254913835820074,28.9007676614508,319
"181","{HAND WARMER BIRD DESIGN (22867)} => {HAND WARMER OWL DESIGN (22865)}",0.0143148158343886,0.555555555555556,0.0257666685018995,18.0510832836414,260
"182","{HAND WARMER OWL DESIGN (22865)} => {HAND WARMER BIRD DESIGN (22867)}",0.0143148158343886,0.465116279069767,0.0307768540439355,18.0510832836414,260
"183","{RETROSPOT HEART HOT WATER BOTTLE (21485)} => {SCOTTIE DOG HOT WATER BOTTLE (22111)}",0.0120574794912735,0.413988657844991,0.0291251445245829,11.5149708919427,219
"184","{SCOTTIE DOG HOT WATER BOTTLE (22111)} => {RETROSPOT HEART HOT WATER BOTTLE (21485)}",0.0120574794912735,0.335375191424196,0.0359522105379067,11.5149708919427,219
"185","{JUMBO  BAG BAROQUE BLACK WHITE (85099C)} => {JUMBO BAG STRAWBERRY (85099F)}",0.0108462258437483,0.308777429467085,0.0351263557782305,8.81812020662053,197
"186","{JUMBO BAG STRAWBERRY (85099F)} => {JUMBO  BAG BAROQUE BLACK WHITE (85099C)}",0.0108462258437483,0.309748427672956,0.0350162418102736,8.81812020662053,197
"187","{JUMBO  BAG BAROQUE BLACK WHITE (85099C)} => {JUMBO BAG PINK POLKADOT (22386)}",0.0133237901227771,0.379310344827586,0.0351263557782305,8.18220165451716,242
"188","{JUMBO BAG PINK POLKADOT (22386)} => {JUMBO  BAG BAROQUE BLACK WHITE (85099C)}",0.0133237901227771,0.287410926365796,0.0463579805098277,8.18220165451716,242
"189","{JUMBO  BAG BAROQUE BLACK WHITE (85099C)} => {JUMBO STORAGE BAG SUKI (21931)}",0.0128833342509497,0.366771159874608,0.0351263557782305,8.78847569499012,234
"190","{JUMBO STORAGE BAG SUKI (21931)} => {JUMBO  BAG BAROQUE BLACK WHITE (85099C)}",0.0128833342509497,0.308707124010554,0.0417331938556406,8.78847569499012,234
"191","{JUMBO  BAG BAROQUE BLACK WHITE (85099C)} => {JUMBO SHOPPER VINTAGE RED PAISLEY (22411)}",0.0127732202829929,0.363636363636364,0.0351263557782305,8.47846889952153,232
"192","{JUMBO SHOPPER VINTAGE RED PAISLEY (22411)} => {JUMBO  BAG BAROQUE BLACK WHITE (85099C)}",0.0127732202829929,0.297817715019255,0.0428893905191874,8.47846889952153,232
"193","{JUMBO  BAG BAROQUE BLACK WHITE (85099C)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0190497164565325,0.542319749216301,0.0351263557782305,6.40452119962008,346
"194","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO  BAG BAROQUE BLACK WHITE (85099C)}",0.0190497164565325,0.224967490247074,0.0846776413588064,6.40452119962008,346
"195","{WOODLAND CHARLOTTE BAG (20719)} => {CHARLOTTE BAG PINK POLKADOT (22356)}",0.0104608269558994,0.368217054263566,0.0284094037328635,14.2599709095717,190
"196","{CHARLOTTE BAG PINK POLKADOT (22356)} => {WOODLAND CHARLOTTE BAG (20719)}",0.0104608269558994,0.405117270788913,0.0258217254858779,14.2599709095717,190
"197","{WOODLAND CHARLOTTE BAG (20719)} => {STRAWBERRY CHARLOTTE BAG (20723)}",0.0115619666354677,0.406976744186047,0.0284094037328635,15.2410692879405,210
"198","{STRAWBERRY CHARLOTTE BAG (20723)} => {WOODLAND CHARLOTTE BAG (20719)}",0.0115619666354677,0.43298969072165,0.0267026372295326,15.2410692879405,210
"199","{WOODLAND CHARLOTTE BAG (20719)} => {CHARLOTTE BAG SUKI DESIGN (22355)}",0.0131586191708418,0.463178294573643,0.0284094037328635,14.6053947297588,239
"200","{CHARLOTTE BAG SUKI DESIGN (22355)} => {WOODLAND CHARLOTTE BAG (20719)}",0.0131586191708418,0.414930555555556,0.0317128227715686,14.6053947297588,239
"201","{WOODLAND CHARLOTTE BAG (20719)} => {RED RETROSPOT CHARLOTTE BAG (20724)}",0.0157462974178275,0.554263565891473,0.0284094037328635,13.7905330784751,286
"202","{RED RETROSPOT CHARLOTTE BAG (20724)} => {WOODLAND CHARLOTTE BAG (20719)}",0.0157462974178275,0.391780821917808,0.0401915983042449,13.7905330784751,286
"203","{PLASTERS IN TIN STRONGMAN (22555)} => {PLASTERS IN TIN CIRCUS PARADE  (22556)}",0.0118923085393382,0.482142857142857,0.0246655288223311,17.1373008107353,216
"204","{PLASTERS IN TIN CIRCUS PARADE  (22556)} => {PLASTERS IN TIN STRONGMAN (22555)}",0.0118923085393382,0.422700587084149,0.0281341188129714,17.1373008107353,216
"205","{PLASTERS IN TIN STRONGMAN (22555)} => {PLASTERS IN TIN WOODLAND ANIMALS (22554)}",0.0110664537796619,0.448660714285714,0.0246655288223311,14.0017604013255,201
"206","{PLASTERS IN TIN WOODLAND ANIMALS (22554)} => {PLASTERS IN TIN STRONGMAN (22555)}",0.0110664537796619,0.345360824742268,0.0320431646754391,14.0017604013255,201
"207","{PLASTERS IN TIN STRONGMAN (22555)} => {PLASTERS IN TIN SPACEBOY (22551)}",0.0105709409238562,0.428571428571429,0.0246655288223311,13.5141369047619,192
"208","{PLASTERS IN TIN SPACEBOY (22551)} => {PLASTERS IN TIN STRONGMAN (22555)}",0.0105709409238562,0.333333333333333,0.0317128227715686,13.5141369047619,192
"209","{60 CAKE CASES DOLLY GIRL DESIGN (22951)} => {PACK OF 72 RETROSPOT CAKE CASES (21212)}",0.0102405990199857,0.536023054755043,0.0191047734405109,9.51689808750328,186
"210","{PACK OF 72 RETROSPOT CAKE CASES (21212)} => {60 CAKE CASES DOLLY GIRL DESIGN (22951)}",0.0102405990199857,0.181818181818182,0.0563232946099213,9.51689808750328,186
"211","{JUMBO BAG VINTAGE DOILY  (23203)} => {LUNCH BAG VINTAGE DOILY  (23209)}",0.012387821395144,0.368852459016393,0.0335847602268348,12.5223686226444,225
"212","{LUNCH BAG VINTAGE DOILY  (23209)} => {JUMBO BAG VINTAGE DOILY  (23203)}",0.012387821395144,0.420560747663551,0.0294554864284534,12.5223686226444,225
"213","{JUMBO BAG VINTAGE DOILY  (23203)} => {JUMBO BAG VINTAGE LEAF (23202)}",0.0115619666354677,0.344262295081967,0.0335847602268348,8.35940650477777,210
"214","{JUMBO BAG VINTAGE LEAF (23202)} => {JUMBO BAG VINTAGE DOILY  (23203)}",0.0115619666354677,0.280748663101604,0.0411826240158564,8.35940650477777,210
"215","{JUMBO BAG VINTAGE DOILY  (23203)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0154159555139569,0.459016393442623,0.0335847602268348,5.42075081540856,280
"216","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO BAG VINTAGE DOILY  (23203)}",0.0154159555139569,0.182054616384915,0.0846776413588064,5.42075081540856,280
"217","{PINK BLUE FELT CRAFT TRINKET BOX (20971)} => {PINK CREAM FELT CRAFT TRINKET BOX  (20972)}",0.0127181632990145,0.517937219730942,0.0245554148543743,17.616654910062,231
"218","{PINK CREAM FELT CRAFT TRINKET BOX  (20972)} => {PINK BLUE FELT CRAFT TRINKET BOX (20971)}",0.0127181632990145,0.432584269662921,0.029400429444475,17.616654910062,231
"219","{PACK OF 60 SPACEBOY CAKE CASES (22417)} => {PACK OF 60 DINOSAUR CAKE CASES (21975)}",0.0104057699719209,0.46551724137931,0.0223531354952376,16.1051231527094,189
"220","{PACK OF 60 DINOSAUR CAKE CASES (21975)} => {PACK OF 60 SPACEBOY CAKE CASES (22417)}",0.0104057699719209,0.36,0.0289049165886693,16.1051231527094,189
"221","{PACK OF 60 SPACEBOY CAKE CASES (22417)} => {PACK OF 72 RETROSPOT CAKE CASES (21212)}",0.0115619666354677,0.517241379310345,0.0223531354952376,9.18343614116695,210
"222","{PACK OF 72 RETROSPOT CAKE CASES (21212)} => {PACK OF 60 SPACEBOY CAKE CASES (22417)}",0.0115619666354677,0.205278592375367,0.0563232946099213,9.18343614116695,210
"223","{CHARLOTTE BAG PINK POLKADOT (22356)} => {STRAWBERRY CHARLOTTE BAG (20723)}",0.0110664537796619,0.428571428571429,0.0258217254858779,16.0497790868925,201
"224","{STRAWBERRY CHARLOTTE BAG (20723)} => {CHARLOTTE BAG PINK POLKADOT (22356)}",0.0110664537796619,0.414432989690722,0.0267026372295326,16.0497790868925,201
"225","{CHARLOTTE BAG PINK POLKADOT (22356)} => {CHARLOTTE BAG SUKI DESIGN (22355)}",0.0117821945713814,0.456289978678038,0.0258217254858779,14.3881855602938,214
"226","{CHARLOTTE BAG SUKI DESIGN (22355)} => {CHARLOTTE BAG PINK POLKADOT (22356)}",0.0117821945713814,0.371527777777778,0.0317128227715686,14.3881855602938,214
"227","{CHARLOTTE BAG PINK POLKADOT (22356)} => {RED RETROSPOT CHARLOTTE BAG (20724)}",0.0171777790012663,0.665245202558635,0.0258217254858779,16.5518474165377,312
"228","{RED RETROSPOT CHARLOTTE BAG (20724)} => {CHARLOTTE BAG PINK POLKADOT (22356)}",0.0171777790012663,0.427397260273973,0.0401915983042449,16.5518474165377,312
"229","{RED  HARMONICA IN BOX  (21915)} => {BLUE HARMONICA IN BOX  (21914)}",0.0145901007542807,0.483576642335766,0.0301712272201729,17.0547622422224,265
"230","{BLUE HARMONICA IN BOX  (21914)} => {RED  HARMONICA IN BOX  (21915)}",0.0145901007542807,0.514563106796116,0.0283543467488851,17.0547622422224,265
"231","{PACK OF 72 SKULL CAKE CASES (21213)} => {PACK OF 60 DINOSAUR CAKE CASES (21975)}",0.0102405990199857,0.375,0.0273082640532952,12.9735714285714,186
"232","{PACK OF 60 DINOSAUR CAKE CASES (21975)} => {PACK OF 72 SKULL CAKE CASES (21213)}",0.0102405990199857,0.354285714285714,0.0289049165886693,12.9735714285714,186
"233","{PACK OF 72 SKULL CAKE CASES (21213)} => {PACK OF 72 RETROSPOT CAKE CASES (21212)}",0.0135990750426692,0.497983870967742,0.0273082640532952,8.84152595150254,247
"234","{PACK OF 72 RETROSPOT CAKE CASES (21212)} => {PACK OF 72 SKULL CAKE CASES (21213)}",0.0135990750426692,0.241446725317693,0.0563232946099213,8.84152595150254,247
"235","{VINTAGE HEADS AND TAILS CARD GAME  (21791)} => {VINTAGE SNAP CARDS (21790)}",0.0137642459946044,0.518672199170125,0.0265374662775973,13.1024244138066,250
"236","{VINTAGE SNAP CARDS (21790)} => {VINTAGE HEADS AND TAILS CARD GAME  (21791)}",0.0137642459946044,0.347705146036161,0.0395859714804823,13.1024244138066,250
"237","{JUMBO BAG STRAWBERRY (85099F)} => {JUMBO BAG PINK VINTAGE PAISLEY (21929)}",0.0107361118757914,0.306603773584906,0.0350162418102736,9.40683165476798,195
"238","{JUMBO BAG PINK VINTAGE PAISLEY (21929)} => {JUMBO BAG STRAWBERRY (85099F)}",0.0107361118757914,0.329391891891892,0.0325937345152233,9.40683165476798,195
"239","{JUMBO BAG STRAWBERRY (85099F)} => {JUMBO BAG PINK POLKADOT (22386)}",0.0151957275780433,0.433962264150943,0.0350162418102736,9.36111235602564,276
"240","{JUMBO BAG PINK POLKADOT (22386)} => {JUMBO BAG STRAWBERRY (85099F)}",0.0151957275780433,0.327790973871734,0.0463579805098277,9.36111235602563,276
"241","{JUMBO BAG STRAWBERRY (85099F)} => {JUMBO STORAGE BAG SUKI (21931)}",0.0116170236194461,0.331761006289308,0.0350162418102736,7.94957144753655,211
"242","{JUMBO STORAGE BAG SUKI (21931)} => {JUMBO BAG STRAWBERRY (85099F)}",0.0116170236194461,0.278364116094987,0.0417331938556406,7.94957144753655,211
"243","{JUMBO BAG STRAWBERRY (85099F)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0216373947035181,0.617924528301887,0.0350162418102736,7.29737529749491,393
"244","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO BAG STRAWBERRY (85099F)}",0.0216373947035181,0.255526657997399,0.0846776413588064,7.29737529749491,393
"245","{CHOCOLATE HOT WATER BOTTLE (22112)} => {SCOTTIE DOG HOT WATER BOTTLE (22111)}",0.0132136761548202,0.345323741007194,0.0382646038650003,9.60507673493671,240
"246","{SCOTTIE DOG HOT WATER BOTTLE (22111)} => {CHOCOLATE HOT WATER BOTTLE (22112)}",0.0132136761548202,0.367534456355283,0.0359522105379067,9.60507673493671,240
"247","{CHOCOLATE HOT WATER BOTTLE (22112)} => {HOT WATER BOTTLE KEEP CALM (23355)}",0.0133237901227771,0.348201438848921,0.0382646038650003,8.90758131522951,242
"248","{HOT WATER BOTTLE KEEP CALM (23355)} => {CHOCOLATE HOT WATER BOTTLE (22112)}",0.0133237901227771,0.340845070422535,0.0390904586246765,8.90758131522951,242
"249","{SET OF 6 SPICE TINS PANTRY DESIGN (22722)} => {SET OF 3 CAKE TINS PANTRY DESIGN  (22720)}",0.0160215823377195,0.45046439628483,0.0355668116500578,7.27916799797274,291
"250","{SET OF 3 CAKE TINS PANTRY DESIGN  (22720)} => {SET OF 6 SPICE TINS PANTRY DESIGN (22722)}",0.0160215823377195,0.258896797153025,0.0618840499917414,7.27916799797274,291
"251","{COOK WITH WINE METAL SIGN  (21166)} => {PLEASE ONE PERSON METAL SIGN (21181)}",0.0144249298023454,0.438860971524288,0.0328690194351153,11.5858020723774,262
"252","{PLEASE ONE PERSON METAL SIGN (21181)} => {COOK WITH WINE METAL SIGN  (21166)}",0.0144249298023454,0.380813953488372,0.0378792049771514,11.5858020723774,262
"253","{COOK WITH WINE METAL SIGN  (21166)} => {GIN + TONIC DIET METAL SIGN (21175)}",0.0149754996421296,0.455611390284757,0.0328690194351153,12.7116277753334,272
"254","{GIN + TONIC DIET METAL SIGN (21175)} => {COOK WITH WINE METAL SIGN  (21166)}",0.0149754996421296,0.417818740399386,0.0358420965699499,12.7116277753334,272
"255","{COOK WITH WINE METAL SIGN  (21166)} => {HAND OVER THE CHOCOLATE   SIGN  (85152)}",0.0141496448824533,0.430485762144054,0.0328690194351153,13.3656630732008,257
"256","{HAND OVER THE CHOCOLATE   SIGN  (85152)} => {COOK WITH WINE METAL SIGN  (21166)}",0.0141496448824533,0.439316239316239,0.0322083356273743,13.3656630732008,257
"257","{PLEASE ONE PERSON METAL SIGN (21181)} => {GIN + TONIC DIET METAL SIGN (21175)}",0.0128282772669713,0.338662790697674,0.0378792049771514,9.44874388239917,233
"258","{GIN + TONIC DIET METAL SIGN (21175)} => {PLEASE ONE PERSON METAL SIGN (21181)}",0.0128282772669713,0.357910906298003,0.0358420965699499,9.44874388239917,233
"259","{PLEASE ONE PERSON METAL SIGN (21181)} => {HAND OVER THE CHOCOLATE   SIGN  (85152)}",0.0128282772669713,0.338662790697674,0.0378792049771514,10.5147560127211,233
"260","{HAND OVER THE CHOCOLATE   SIGN  (85152)} => {PLEASE ONE PERSON METAL SIGN (21181)}",0.0128282772669713,0.398290598290598,0.0322083356273743,10.5147560127211,233
"261","{LUNCH BAG VINTAGE DOILY  (23209)} => {LUNCH BAG APPLE DESIGN (23206)}",0.0101304850520288,0.34392523364486,0.0294554864284534,7.30609826747554,184
"262","{LUNCH BAG APPLE DESIGN (23206)} => {LUNCH BAG VINTAGE DOILY  (23209)}",0.0101304850520288,0.215204678362573,0.0470737213015471,7.30609826747554,184
"263","{LUNCH BAG VINTAGE DOILY  (23209)} => {LUNCH BAG SUKI DESIGN  (22383)}",0.0102405990199857,0.347663551401869,0.0294554864284534,7.06332559744088,186
"264","{LUNCH BAG SUKI DESIGN  (22383)} => {LUNCH BAG VINTAGE DOILY  (23209)}",0.0102405990199857,0.208053691275168,0.0492209436767054,7.06332559744088,186
"265","{LUNCH BAG VINTAGE DOILY  (23209)} => {LUNCH BAG  BLACK SKULL. (20727)}",0.0109012828277267,0.370093457943925,0.0294554864284535,6.49469321414059,198
"266","{LUNCH BAG  BLACK SKULL. (20727)} => {LUNCH BAG VINTAGE DOILY  (23209)}",0.0109012828277267,0.191304347826087,0.0569839784176623,6.49469321414059,198
"267","{LUNCH BAG VINTAGE DOILY  (23209)} => {LUNCH BAG SPACEBOY DESIGN  (22382)}",0.0101855420360073,0.345794392523364,0.0294554864284534,6.43510609774782,185
"268","{LUNCH BAG SPACEBOY DESIGN  (22382)} => {LUNCH BAG VINTAGE DOILY  (23209)}",0.0101855420360073,0.189549180327869,0.0537356163629356,6.43510609774782,185
"269","{LUNCH BAG VINTAGE DOILY  (23209)} => {LUNCH BAG RED RETROSPOT (20725)}",0.0131035621868634,0.444859813084112,0.0294554864284534,6.42799426018037,238
"270","{LUNCH BAG RED RETROSPOT (20725)} => {LUNCH BAG VINTAGE DOILY  (23209)}",0.0131035621868634,0.18933969769292,0.069206628860871,6.42799426018037,238
"271","{STRAWBERRY CHARLOTTE BAG (20723)} => {CHARLOTTE BAG SUKI DESIGN (22355)}",0.0127181632990145,0.476288659793814,0.0267026372295326,15.0188036941581,231
"272","{CHARLOTTE BAG SUKI DESIGN (22355)} => {STRAWBERRY CHARLOTTE BAG (20723)}",0.0127181632990145,0.401041666666667,0.0317128227715686,15.0188036941581,231
"273","{STRAWBERRY CHARLOTTE BAG (20723)} => {RED RETROSPOT CHARLOTTE BAG (20724)}",0.0160215823377195,0.6,0.0267026372295326,14.9284931506849,291
"274","{RED RETROSPOT CHARLOTTE BAG (20724)} => {STRAWBERRY CHARLOTTE BAG (20723)}",0.0160215823377195,0.398630136986301,0.0401915983042449,14.9284931506849,291
"275","{PLASTERS IN TIN CIRCUS PARADE  (22556)} => {PLASTERS IN TIN WOODLAND ANIMALS (22554)}",0.013709189010626,0.487279843444227,0.0281341188129714,15.2069824681744,249
"276","{PLASTERS IN TIN WOODLAND ANIMALS (22554)} => {PLASTERS IN TIN CIRCUS PARADE  (22556)}",0.013709189010626,0.427835051546392,0.0320431646754391,15.2069824681744,249
"277","{PLASTERS IN TIN CIRCUS PARADE  (22556)} => {PLASTERS IN TIN SPACEBOY (22551)}",0.0131586191708418,0.467710371819961,0.0281341188129714,14.7483046586214,239
"278","{PLASTERS IN TIN SPACEBOY (22551)} => {PLASTERS IN TIN CIRCUS PARADE  (22556)}",0.0131586191708418,0.414930555555556,0.0317128227715686,14.7483046586214,239
"279","{JUMBO BAG PINK VINTAGE PAISLEY (21929)} => {JUMBO BAG PINK POLKADOT (22386)}",0.0132687331387987,0.407094594594595,0.0325937345152233,8.78154289978815,241
"280","{JUMBO BAG PINK POLKADOT (22386)} => {JUMBO BAG PINK VINTAGE PAISLEY (21929)}",0.0132687331387987,0.286223277909739,0.0463579805098277,8.78154289978815,241
"281","{JUMBO BAG PINK VINTAGE PAISLEY (21929)} => {JUMBO STORAGE BAG SUKI (21931)}",0.0104608269558994,0.320945945945946,0.0325937345152233,7.69042376809527,190
"282","{JUMBO STORAGE BAG SUKI (21931)} => {JUMBO BAG PINK VINTAGE PAISLEY (21929)}",0.0104608269558994,0.25065963060686,0.0417331938556406,7.69042376809527,190
"283","{JUMBO BAG PINK VINTAGE PAISLEY (21929)} => {JUMBO SHOPPER VINTAGE RED PAISLEY (22411)}",0.0137642459946044,0.422297297297297,0.0325937345152233,9.84619487908962,250
"284","{JUMBO SHOPPER VINTAGE RED PAISLEY (22411)} => {JUMBO BAG PINK VINTAGE PAISLEY (21929)}",0.0137642459946044,0.320924261874198,0.0428893905191874,9.84619487908962,250
"285","{JUMBO BAG PINK VINTAGE PAISLEY (21929)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0174530639211584,0.535472972972973,0.0325937345152233,6.32366424454363,317
"286","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO BAG PINK VINTAGE PAISLEY (21929)}",0.0174530639211584,0.206111833550065,0.0846776413588064,6.32366424454363,317
"287","{LUNCH BAG VINTAGE LEAF DESIGN (23208)} => {LUNCH BAG ALPHABET DESIGN (23207)}",0.0132687331387987,0.405042016806723,0.0327589054671585,11.5129548533028,241
"288","{LUNCH BAG ALPHABET DESIGN (23207)} => {LUNCH BAG VINTAGE LEAF DESIGN (23208)}",0.0132687331387987,0.377151799687011,0.0351814127622089,11.5129548533028,241
"289","{LUNCH BAG VINTAGE LEAF DESIGN (23208)} => {JUMBO BAG VINTAGE LEAF (23202)}",0.0112866817155756,0.34453781512605,0.0327589054671585,8.3660967060621,205
"290","{JUMBO BAG VINTAGE LEAF (23202)} => {LUNCH BAG VINTAGE LEAF DESIGN (23208)}",0.0112866817155756,0.274064171122995,0.0411826240158564,8.3660967060621,205
"291","{LUNCH BAG VINTAGE LEAF DESIGN (23208)} => {LUNCH BAG APPLE DESIGN (23206)}",0.0165721521775037,0.505882352941176,0.0327589054671585,10.7465978672171,301
"292","{LUNCH BAG APPLE DESIGN (23206)} => {LUNCH BAG VINTAGE LEAF DESIGN (23208)}",0.0165721521775037,0.352046783625731,0.0470737213015471,10.7465978672171,301
"293","{LUNCH BAG VINTAGE LEAF DESIGN (23208)} => {LUNCH BAG WOODLAND (20726)}",0.0103507129879425,0.315966386554622,0.0327589054671585,7.11139712390532,188
"294","{LUNCH BAG WOODLAND (20726)} => {LUNCH BAG VINTAGE LEAF DESIGN (23208)}",0.0103507129879425,0.232961586121437,0.0444309860705831,7.11139712390532,188
"295","{LUNCH BAG VINTAGE LEAF DESIGN (23208)} => {LUNCH BAG PINK POLKADOT (22384)}",0.0106259979078346,0.32436974789916,0.0327589054671585,6.43179883307035,193
"296","{LUNCH BAG PINK POLKADOT (22384)} => {LUNCH BAG VINTAGE LEAF DESIGN (23208)}",0.0106259979078346,0.210698689956332,0.0504321973242306,6.43179883307035,193
"297","{LUNCH BAG VINTAGE LEAF DESIGN (23208)} => {LUNCH BAG SUKI DESIGN  (22383)}",0.0138193029785828,0.421848739495798,0.0327589054671585,8.57051303742974,251
"298","{LUNCH BAG SUKI DESIGN  (22383)} => {LUNCH BAG VINTAGE LEAF DESIGN (23208)}",0.0138193029785828,0.28076062639821,0.0492209436767054,8.57051303742974,251
"299","{LUNCH BAG VINTAGE LEAF DESIGN (23208)} => {LUNCH BAG CARS BLUE (20728)}",0.0110113967956835,0.336134453781513,0.0327589054671585,6.38620301677156,200
"300","{LUNCH BAG CARS BLUE (20728)} => {LUNCH BAG VINTAGE LEAF DESIGN (23208)}",0.0110113967956835,0.209205020920502,0.0526344766833673,6.38620301677156,200
"301","{LUNCH BAG VINTAGE LEAF DESIGN (23208)} => {LUNCH BAG  BLACK SKULL. (20727)}",0.0133788471067555,0.408403361344538,0.0327589054671585,7.16698575082207,243
"302","{LUNCH BAG  BLACK SKULL. (20727)} => {LUNCH BAG VINTAGE LEAF DESIGN (23208)}",0.0133788471067555,0.234782608695652,0.0569839784176623,7.16698575082207,243
