Designation,Gender,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
General Engineering,m,2,66,0,325,410,370,0.328746379,-2.71711201,-1.014491896,-0.417041822,-1.398077533,-0.289599786
General Engineering,m,2,66.2,0,395,580,505,0.887903317,2.811736528,-1.057358755,-0.823615612,-0.601303698,-0.449948463
General Engineering,m,2,66.3,0,345,335,345,0.190153406,1.659570314,-0.979091528,-0.802349909,-0.053633261,-0.334674974
General Engineering,m,2,66.66,0,495,435,515,0.023312168,-2.925771627,-0.245618649,0.071117675,-0.772071446,-1.46541617
General Engineering,m,2,66.67,0,350,445,295,0.328746379,-1.654720471,-0.899395572,-0.316505607,-0.242847565,-0.751219059
General Engineering,m,2,66.87,0,395,435,355,0.144789889,-1.929859861,-0.954606268,-0.766129962,-1.3917861,-0.665922646
General Engineering,m,2,66.88,1,450,410,400,0.377551419,1.533808549,-0.479817042,-1.073435332,-0.283901583,0.724166873
General Engineering,m,2,67,1,475,605,605,0.229481755,-2.585546678,-0.14577443,-0.695507442,-1.446035565,-1.457970869
General Engineering,m,2,67,0,380,425,445,0.338786347,2.897408347,-0.392916074,-0.670742857,1.350561082,-0.058688946
General Engineering,m,2,67,0,605,510,545,0.843123727,-2.878923674,1.44603282,0.12125587,-1.470672493,-0.449591244
General Engineering,m,2,67.34,0,430,415,470,0.20739217,-2.422862994,-0.738674017,1.192788568,-1.355211226,-0.867348024
General Engineering,m,2,67.9,0,275,350,400,0.163630927,2.434370942,-1.417792626,-1.064684327,-0.102675444,0.162724217
General Engineering,m,2,68,1,385,345,425,0.229481755,-2.818521404,-0.149375659,-1.338285487,-0.987727812,-0.234931377
General Engineering,m,2,68,0,385,435,555,0.793580615,-2.649368829,-0.520510301,-0.995758531,-1.219127776,-0.695641217
General Engineering,m,2,68,0,440,460,405,0.486747008,-2.937724019,0.712736165,-0.675037344,-1.306125648,-0.970445034
General Engineering,m,2,68.06,0,360,330,310,0.649389715,-2.738009041,-0.898571856,-0.9630752,-1.109628946,-1.049782829
General Engineering,m,2,68.31,0,375,365,465,0.755375121,-2.935399466,0.260349847,-1.348307462,-0.73712109,-0.511340067
General Engineering,m,2,68.58,0,510,560,720,0.45901584,-1.640997667,-1.450569287,-0.212658611,-1.322346618,-1.301051965
General Engineering,m,2,68.63,0,575,595,405,0.021066228,-2.210903377,-0.253604277,-0.619429583,-0.957616597,0.187258227
General Engineering,m,2,68.64,0,505,555,554,0.910770164,-2.570911631,-0.544578913,0.474038811,-1.032299216,-0.444773039
General Engineering,m,2,68.66,0,520,525,400,0.525922584,-1.538825248,-0.478158815,-1.259724615,-1.495052199,-1.454527924
General Engineering,m,2,68.75,1,325,495,565,0.376059587,-2.562939927,-1.324248136,-0.056736145,-0.651805413,-0.593688503
General Engineering,m,2,69,0,355,425,555,0.824666401,-2.476606394,-0.847288825,-1.244724428,-0.511272933,1.104268659
General Engineering,m,2,69,0,215,365,425,0.376059587,-2.911383418,-0.816368965,-1.407587753,0.91887272,-1.172728102
General Engineering,m,2,69,0,375,315,375,0.694479328,-2.00083284,-1.135496856,-0.046013082,1.100476832,1.205250683
General Engineering,m,2,69,1,545,545,435,0.23780284,-2.91963226,-0.563438526,-1.039943976,-1.432325696,-1.028595453
General Engineering,m,2,69,0,475,455,575,0.714529363,-1.910309526,-0.261611458,-0.982592235,-0.236996296,-1.239063509
General Engineering,m,2,69,1,850,680,735,0.998876108,-2.830365859,-0.362658412,-0.430647405,-1.331307689,-1.074756829
General Engineering,m,2,69,0,535,520,400,0.486747008,-2.130133053,-1.429932757,-0.57943784,0.945754668,-1.382399242
General Engineering,m,2,69.1,0,580,555,585,0.864685413,-2.256873651,1.1619423,-0.026364147,-0.896569329,-0.395490997
General Engineering,m,2,69.29,0,640,540,440,0.423951396,-2.679702982,-0.06956743,-0.284414002,-0.683438745,-0.623214315
General Engineering,m,2,69.31,0,395,530,545,0.622642916,-2.846884186,1.035143935,-0.856921295,-0.534775726,0.957521708
General Engineering,m,1,69.56,1,615,605,475,0.525922584,-2.759338516,-0.623482619,0.623558984,-0.849261412,1.167412555
General Engineering,m,2,69.7,0,545,560,400,0.130441736,2.679762955,-0.857241722,-0.026435697,-0.113715467,-0.148124124
General Engineering,f,2,70,1,505,485,445,0.538386893,-1.864700045,-0.321801448,1.414725384,-1.372681469,1.333591333
General Engineering,m,2,70,0,595,445,575,0.538386893,-2.537757907,0.579531279,-1.425234857,-0.571321499,-1.126502512
General Engineering,f,2,70,1,325,375,335,0.276047228,-2.171575528,-0.767600072,-1.28188187,-0.466292096,0.890184019
General Engineering,f,2,70,0,580,415,590,0.538386893,-1.52406951,-1.16988978,-0.454098206,0.419156589,-1.409451175
General Engineering,m,1,70,1,665,495,440,0.356536488,-2.495900029,-0.921124961,-1.451729072,-0.545361098,-0.031130102
General Engineering,m,2,70,0,430,470,475,0.328746379,-2.919744623,-0.029647225,-1.157781867,-1.267564469,-0.269790682
General Engineering,m,2,70.06,0,695,610,780,0.960603252,-2.920305811,-0.22807784,-0.122514554,-0.318358891,-0.950256912
General Engineering,m,2,70.13,0,825,505,485,0.884122512,-2.468137801,0.990840104,-0.646730427,-0.376006819,-0.721113372
General Engineering,m,1,70.25,1,565,535,575,0.884122512,-2.882896518,-0.879234866,-0.15620655,0.732385359,-1.010089886
General Engineering,f,2,71,0,510,505,595,0.978799293,-2.77049562,-0.111691838,-0.3835317,-0.72959458,-0.477256522
General Engineering,m,2,71,0,500,505,645,0.966006923,-2.849934538,-0.559089304,-0.137067646,0.867964793,-1.429735142
General Engineering,f,2,71.1,0,545,495,415,0.356536488,2.274568362,-0.014780037,-0.925963311,-0.01621942,-0.443111431
General Engineering,m,2,71.1,0,545,520,390,0.725984148,-2.461288761,0.754969771,-0.675382896,-0.040907116,-0.909567021
General Engineering,m,2,71.23,0,640,485,485,0.450876584,-2.016409195,-1.121044882,-0.427565058,-1.096193888,-0.920369261
General Engineering,f,2,71.34,0,464,415,395,0.376059587,-1.758046171,-0.932814887,0.220843062,-0.467434017,-1.26995896
General Engineering,m,1,71.84,1,500,470,405,0.605533552,-2.184627777,-1.202283942,-0.795799212,-0.312439868,-1.304377929
General Engineering,m,2,71.9,0,365,555,575,0.654107475,-1.842585523,-1.346841183,-0.001554562,-1.022522623,-1.167851469
General Engineering,m,2,71.9,0,465,415,485,0.694479328,-2.807655627,0.055843908,-0.449965195,-0.071877792,-0.184130665
General Engineering,m,1,72,0,435,505,635,0.535862819,-2.357337451,1.443268375,-0.106017078,-1.086070665,-0.253858613
General Engineering,m,2,72,0,385,455,495,0.535862819,-2.386106329,-1.245373052,-1.137971394,-0.360109206,-0.990993795
General Engineering,m,2,72,1,735,695,655,0.864685413,-2.885133866,-0.22628394,-0.608782914,-1.402781781,-1.379388482
General Engineering,m,1,72,1,595,605,645,0.490636956,-2.230104271,-0.607661064,-0.298093959,-0.849194174,-1.01301423
General Engineering,m,2,72,1,350,445,510,0.557389506,-2.871830681,-0.738521316,-1.162376165,-0.208516577,-0.781705578
General Engineering,f,2,72,0,580,505,440,0.144789889,-2.235880959,-0.365425893,-0.571279274,-1.381633247,-0.67876434
General Engineering,m,2,72.06,0,365,355,385,0.216785486,-2.953490335,-1.300185266,0.709511134,-0.648377877,1.484652341
General Engineering,m,2,72.09,0,565,585,615,0.910770164,-1.515595767,-0.166516968,-0.216708869,0.341082772,-0.223631093
General Engineering,m,2,72.5,0,675,495,445,0.799848205,-2.065607618,-0.919643769,-1.023091522,1.099912189,-0.044181663
General Engineering,m,2,72.55,0,475,615,645,0.824666401,-2.937331861,-0.368947847,-1.477077284,-0.916546208,-0.320231194
General Engineering,m,2,72.9,0,415,280,365,0.911395278,-2.589407518,-1.342962387,-1.111140082,-1.303303696,-1.044192191
General Engineering,m,2,72.98,0,455,635,655,0.910770164,-1.728380387,-0.761507436,-0.079540657,-0.822492693,-0.866708012
General Engineering,m,2,73,0,515,565,505,0.607034038,-2.039361655,-1.193547613,-0.9976273,-0.798915525,-1.204739462
General Engineering,m,2,73,0,640,565,715,0.903940782,-1.820655391,-0.036124004,-1.443409133,-1.171489785,-0.626561289
General Engineering,m,2,73.1,0,420,445,415,0.744758354,-2.765101768,-0.367688666,-0.077313181,-0.99827052,0.202392263
General Engineering,m,2,73.2,0,405,485,545,0.649389715,-2.942456829,1.089258469,-0.944323173,-0.693345414,-1.134996947
General Engineering,m,2,73.3,0,510,475,545,0.977066467,-2.778903691,-0.793917268,-1.361293305,-0.182384693,-0.468097168
General Engineering,m,1,73.4,0,555,515,635,0.916869961,-2.03200906,-0.84676245,-1.013952488,1.277349783,-1.465133484
General Engineering,m,2,73.52,0,555,560,530,0.840840969,1.853601151,-0.234704807,-0.276782323,-0.958739373,1.226425186
General Engineering,m,2,73.59,0,625,605,525,0.910770164,-2.412659712,-0.146319943,-0.993469111,0.76060454,-1.435214931
General Engineering,m,2,73.6,1,650,555,665,0.884122512,-1.994611776,-1.043415767,0.013514598,-1.399511777,-0.765692596
General Engineering,m,2,73.9,0,545,625,465,0.124502074,-1.8435933,-1.348764291,-1.254498818,-1.11511638,-0.65112563
General Engineering,f,2,73.9,0,520,570,620,0.953899775,-1.882341243,-0.627593106,-0.510383904,-0.814836541,-0.235343871
General Engineering,m,2,73.9,0,545,570,665,0.684565068,2.479865425,0.518605081,-0.621712323,-0.877043731,-0.050292812
General Engineering,f,2,73.95,1,455,530,655,0.943272158,1.66290432,-0.856385083,-1.180705324,-0.56816312,-0.989178635
General Engineering,f,2,74,1,544,615,625,0.694479328,-2.565582695,-1.002399761,-0.763423273,-1.242728544,-0.600387497
General Engineering,f,2,74,1,695,555,415,0.622642916,-2.328099904,-1.209977267,-1.261267382,-0.221516976,-1.248242218
General Engineering,m,2,74,0,510,540,510,0.744758354,2.913755691,-0.53913633,-0.34237169,-1.08178881,-0.505841097
General Engineering,m,1,74.3,1,505,555,555,0.910770164,-2.009633471,0.712804277,0.036367511,-1.198838674,-0.619469919
General Engineering,f,2,74.39,0,555,495,590,0.670743151,-1.989107616,-1.441546967,-1.255367514,-0.864886434,-0.398684232
General Engineering,m,1,74.62,1,675,640,825,0.960603252,-2.716602229,0.456552422,0.203238557,-1.392019797,-0.32709268
General Engineering,m,2,74.96,0,650,645,680,0.996155971,-1.710080328,-0.476917939,-1.123454086,-0.979364709,-1.362390118
General Engineering,f,2,75,0,580,555,405,0.144789889,-2.313615962,0.200048591,-0.129753804,-1.058029239,0.549785421
General Engineering,m,2,75.3,0,580,450,595,0.725984148,-1.871838561,-0.76677986,-1.114214632,-1.048789999,-1.372439785
General Engineering,m,1,75.39,1,580,640,720,0.971663491,-1.747418845,-0.557541086,-1.270737295,-1.330414913,-1.292680588
General Engineering,m,2,75.58,0,535,520,525,0.255778194,-2.141308754,-0.96255428,-0.073109749,-1.452716518,-1.153050113
General Engineering,m,2,75.6,1,365,495,605,0.376059587,-1.89749745,-1.20045413,-1.163149571,-0.490533045,-1.346166992
General Engineering,m,2,75.67,1,655,415,485,0.376059587,-1.836469404,-0.099250185,-0.277508146,-0.792108266,-0.268008476
General Engineering,f,2,75.9,0,490,445,320,0.744758354,-2.48014556,-0.628516561,0.37258434,0.443244635,-0.942973449
General Engineering,f,2,76,0,360,545,520,0.744758354,-2.627458474,-0.735989889,-0.932164387,0.15551018,-0.603205294
General Engineering,m,2,76.22,1,510,655,535,0.193768442,2.326577096,-0.470629287,-0.102073056,-1.32379293,-1.442118421
General Engineering,m,2,76.31,0,630,675,545,0.598280691,-1.7500026,-1.394454563,-0.833211688,0.06841893,0.579966041
General Engineering,f,2,76.45,0,450,510,455,0.45901584,2.747237402,-1.251500725,-1.46670872,0.846845955,-0.135015421
General Engineering,m,2,76.6,0,555,510,650,0.376059587,-2.730488511,-0.689817496,-1.417633968,-0.017206281,-0.216231931
General Engineering,f,2,76.67,1,360,435,295,0.190153406,-1.715504677,-0.131715769,-0.389131966,-0.97458208,-0.649432538
General Engineering,m,2,76.72,1,535,630,645,0.99966434,-1.592948048,0.658083097,-1.149269821,-0.568880492,-0.133131668
General Engineering,m,2,76.86,1,565,585,684,0.793580615,2.736413916,-0.457643212,-0.144184719,-0.899515835,-0.968028178
General Engineering,m,2,77,0,305,435,295,0.229481755,-2.52970618,-0.885639046,-1.136995316,-1.375890289,-0.089349719
General Engineering,m,2,77,0,405,495,425,0.974396113,-1.819516611,-0.789236835,-1.428208965,0.053122677,-0.474966248
General Engineering,m,1,77,0,565,605,675,0.824666401,-2.869120587,-1.23282333,-1.33578369,-1.486472935,-0.026569132
General Engineering,f,2,77.26,0,385,510,310,0.276047228,-1.659904033,-1.409503748,-0.208310978,-1.079626221,-1.020160532
General Engineering,f,2,77.34,0,440,535,485,0.282788145,-2.372997454,-1.121819221,-0.689803627,1.115181274,-0.219672474
General Engineering,m,2,77.37,0,505,615,625,0.27350033,2.648568232,-0.02903409,-0.698144602,-0.606255239,-0.744036938
General Engineering,m,2,77.72,0,350,470,405,0.20739217,-2.337050501,-0.851873349,-1.004363789,-1.421068808,-0.936543087
General Engineering,m,1,77.78,0,730,655,780,0.679644641,-2.118281697,-0.074353309,-0.016035354,-1.463630092,-0.989329497
General Engineering,m,2,77.8,0,535,540,570,0.911395278,-1.710919793,-1.44315283,-1.394645031,-1.444106253,-0.734786868
General Engineering,f,2,78,0,535,350,515,0.0587928,-1.526243618,-1.394503084,-0.838806763,-0.763222251,-1.400681092
General Engineering,m,2,78,0,720,655,680,0.654107475,-1.927275201,-0.954585595,-0.871998699,1.310492943,-1.44787941
General Engineering,m,2,78,1,510,560,485,0.837620726,-1.941199267,-1.454796853,-1.105640376,-0.09525074,-0.912491632
General Engineering,m,1,78.2,0,405,435,705,0.755375121,2.630140819,-0.657886888,1.343162823,-1.275168835,-1.35159195
General Engineering,m,2,78.4,1,555,545,780,0.971663491,-2.263117983,-1.057030761,-0.105925344,-0.996737999,-0.723330883
General Engineering,m,2,78.4,0,450,500,750,0.910770164,-2.170825545,-0.20605804,-0.681506421,-1.138847682,-0.572801032
General Engineering,m,1,78.59,1,625,605,735,0.376059587,-2.345278269,0.199210145,-0.889037342,0.411662938,-0.322012978
General Engineering,m,1,78.6,0,450,440,735,0.975246587,-1.794925133,-1.371202966,-1.096140237,-1.233767807,-1.217860754
General Engineering,m,1,78.9,0,505,555,495,0.694479328,2.83496899,0.481675162,1.20309596,1.124247682,-0.351105548
General Engineering,m,2,79,0,415,495,464,0.840840969,-2.307095624,-1.135640794,-1.208970311,-0.143752053,-1.34737729
General Engineering,m,2,79.3,0,475,395,435,0.130441736,-2.73442592,-0.955592011,-0.588223169,-0.299194773,-0.675712245
General Engineering,m,2,79.5,0,500,525,595,0.20739217,-2.139629216,0.207465419,-0.671344558,-0.361567837,1.006053651
General Engineering,m,1,79.65,0,545,645,735,0.879915203,-2.876061785,-1.187663623,-1.196116176,-0.873482087,-1.053825129
General Engineering,m,2,79.68,0,580,670,900,0.990008757,-2.753818128,-0.606606602,-1.325191092,0.506616745,-1.124982406
General Engineering,m,2,79.9,0,510,460,440,0.725984148,-2.722861908,-1.178840549,-0.45089135,-0.173084007,-1.480049119
General Engineering,m,1,80,0,375,445,554,0.376059587,-2.15917185,-0.877718991,-0.066421929,-1.036597726,-1.457408092
General Engineering,m,1,80,1,665,475,655,0.942116551,1.640006475,-0.266102962,1.497113366,-1.291725121,1.092242133
General Engineering,m,2,80,0,310,535,470,0.376059587,-2.01767304,0.373233595,-0.792132394,-0.962592455,-0.578970537
General Engineering,m,2,80.07,0,595,515,495,0.735795709,-1.795492099,-0.785804507,-1.075314558,-0.465179112,-1.147103099
General Engineering,m,2,80.42,0,545,630,545,0.493596387,-1.811167736,1.218541524,0.921850393,-1.248276898,-0.66041185
General Engineering,m,2,80.6,0,735,555,535,0.328746379,-1.585798206,-1.244491898,-0.13994265,-0.116940663,0.879552764
General Engineering,m,2,81,0,520,555,605,0.414337426,-2.313353115,-1.237965726,-0.245764608,-1.101523054,0.127531607
General Engineering,m,2,81.4,1,660,485,415,0.20739217,-1.625670664,-1.365690858,0.585748095,-1.02064066,-1.424751747
General Engineering,m,2,81.8,1,510,555,825,0.704090412,-2.01722377,-0.136445858,-0.345718071,-0.287984164,-0.846848509
General Engineering,m,2,82,1,615,350,400,0.535862819,1.625835264,-0.163422278,-0.550579682,-0.31250885,1.398779738
General Engineering,m,2,82.1,1,650,495,450,0.298769129,-2.379245655,1.29423265,-1.443564125,0.703654801,1.376432649
General Engineering,m,2,82.48,1,535,505,615,0.694479328,-1.761903627,-0.510933204,-0.745874387,-0.623611849,-0.511224498
General Engineering,m,2,82.5,0,640,625,585,0.88162007,-1.624826646,-1.341621194,-1.257581666,-0.379374408,-1.412637071
General Engineering,m,2,82.53,1,590,610,635,0.840840969,-1.736349839,-1.114813633,-1.163718088,-0.561707537,-1.085348148
General Engineering,f,2,83.9,1,464,435,554,0.700826162,-2.905215164,-1.21350549,-0.978401718,-1.097087488,-0.389645238
General Engineering,f,2,84.3,0,405,545,365,0.793580615,2.194643658,-0.279999812,-1.424474544,-1.094123432,-0.349683137
General Engineering,m,1,84.9,0,485,585,565,0.694479328,-2.440539566,-0.043002652,0.817044489,-0.779409426,-0.235931696
General Engineering,m,2,86,0,675,655,585,0.783303537,-2.189738691,-1.344005895,-1.180129288,-1.449633958,-0.681209769
General Engineering,m,1,86.1,0,495,375,545,0.945134856,-2.068199541,-0.991110844,-1.23703376,-0.45133388,-0.813123724
General Engineering,m,1,87.7,0,455,615,725,0.910770164,2.787849167,-1.34279007,-0.461837072,-0.124592838,-1.494000207
General Engineering,m,2,87.9,0,545,605,575,0.824666401,-1.541542315,-1.267011175,-0.219394799,-0.854762251,-1.450293858
General Engineering,m,2,87.94,1,555,585,750,0.993917312,-1.589706646,-0.688893948,-0.098241876,-0.835197128,-0.979046604
General Engineering,m,2,88,0,570,580,440,0.356536488,-2.626813717,-0.615234955,1.383810517,-0.259491805,-0.068646585
General Engineering,m,1,90.01,0,645,605,655,0.824666401,-2.743356626,-0.284366296,-1.008450729,-0.19013631,1.014747571
General Engineering,m,1,97.3,0,675,635,675,0.654107475,-1.759893265,-0.392411189,-1.454431118,-0.896501054,-0.335544799
Quality Checkers and Testers,m,2,54,1,425,445,355,0.635978756,-0.801468909,0.163231691,0.112967376,-0.625761411,2.019405845
Quality Checkers and Testers,m,2,55,0,370,305,370,0.654107475,-0.71823479,0.595579155,0.672820013,0.546833004,2.865135432
Quality Checkers and Testers,m,2,55,0,590,585,560,0.304510914,-0.849144438,0.443306099,0.463766507,1.302926755,-2.731115693
Quality Checkers and Testers,m,2,55,1,605,530,620,0.635978756,-0.562752174,-0.229859965,0.923161265,-0.720897223,-2.817731632
Quality Checkers and Testers,m,2,56,1,640,570,635,0.649389715,-0.469387205,0.450983518,-0.967337512,-0.049299687,-2.955326076
Quality Checkers and Testers,m,2,57.5,0,485,440,445,0.356536488,-1.462307198,0.987321204,0.232661905,-0.310447097,-2.095096175
Quality Checkers and Testers,m,2,57.5,1,520,570,515,0.842248322,-0.409060864,0.528658361,0.346264703,-0.39834996,-1.945569777
Quality Checkers and Testers,m,2,57.54,1,565,465,415,0.843123727,-0.732124818,0.247442974,0.786999678,-0.68595647,2.925644848
Quality Checkers and Testers,f,2,57.83,1,325,485,375,0.735795709,1.433279456,-0.36886348,-0.426197109,-0.219148418,2.890363459
Quality Checkers and Testers,m,2,58.13,1,615,620,545,0.095753763,-1.028145242,0.729468645,0.577568743,-1.139303001,-1.541820962
Quality Checkers and Testers,m,2,58.59,1,405,410,355,0.607034038,-0.01903742,0.395069877,0.140981343,-1.275213044,-2.26796365
Quality Checkers and Testers,m,2,59,0,475,415,435,0.486747008,-1.326851229,-0.600978927,-0.811221885,-0.365450959,-1.972669214
Quality Checkers and Testers,m,2,59,0,535,465,345,0.525922584,-0.501979381,0.710307188,0.916505415,-0.299323691,-1.613819679
Quality Checkers and Testers,m,2,59.9,0,395,400,390,0.486747008,-0.325119324,0.868861183,0.845144787,1.479667126,2.034887506
Quality Checkers and Testers,f,2,60,1,375,255,275,0.143256541,-1.288218624,0.18757519,0.914037841,-0.682626815,-2.39379723
Quality Checkers and Testers,m,2,60,0,495,425,645,0.538386893,0.590222692,0.322762009,0.134364409,-1.193249401,-2.360727243
Quality Checkers and Testers,m,2,60,0,380,580,470,0.229481755,-0.079823606,0.334913931,0.151609355,-0.257240181,-2.836192351
Quality Checkers and Testers,m,2,60,0,500,425,250,0.053160305,-0.787902178,0.010782438,0.134479433,-0.744391253,-2.62702792
Quality Checkers and Testers,m,2,60,1,570,520,450,0.486747008,1.44921493,0.515554468,0.077834525,-0.156431282,-2.148394384
Quality Checkers and Testers,m,2,60,0,475,410,505,0.978799293,-0.766228827,0.259242282,0.128854624,-0.746456656,-1.772880382
Quality Checkers and Testers,m,2,60.62,0,300,520,330,0.744758354,-0.054041842,0.464487685,0.009595793,-0.095700613,-1.735730155
Quality Checkers and Testers,m,2,60.64,0,665,570,560,0.842248322,0.280699103,0.394010983,0.663532939,-1.321220114,-2.239781815
Quality Checkers and Testers,f,2,60.78,0,465,470,310,0.600057182,-0.557495514,0.071923836,0.249711958,-0.891575437,-2.368574225
Quality Checkers and Testers,m,1,60.9,0,395,325,310,0.776578324,-0.894516964,0.704844931,0.673034251,-0.60472993,-2.257768749
Quality Checkers and Testers,m,2,60.99,0,360,495,500,0.910770164,-1.393523143,0.665775351,0.529499291,-0.778136693,-1.607791334
Quality Checkers and Testers,f,2,61,1,375,535,534,0.600057182,-1.329623019,-0.359403076,0.116126849,-0.045079799,-2.06383481
Quality Checkers and Testers,m,1,61,0,605,455,685,0.450876584,-0.371835024,0.487953576,0.446491708,-1.435662161,-2.433946828
Quality Checkers and Testers,m,2,61,0,565,535,545,0.765673581,-0.092090173,0.347106222,0.936787617,-0.3532835,-2.954859716
Quality Checkers and Testers,m,2,61,0,605,385,395,0.377551419,-0.431170084,-0.435479835,0.355057595,-0.204929904,-2.156581122
Quality Checkers and Testers,f,2,61.32,0,495,535,425,0.0587928,-0.522657537,0.158173512,0.812553832,-1.009892991,-1.605585209
Quality Checkers and Testers,m,2,61.36,1,580,470,425,0.911395278,-1.274715283,0.500017869,0.142154158,-1.132558247,-2.980588535
Quality Checkers and Testers,m,2,61.94,0,485,475,505,0.824666401,-0.097173961,0.763388874,0.147332388,-0.293939497,-2.450212373
Quality Checkers and Testers,m,2,62,0,505,455,595,0.694479328,-0.251293305,0.836793512,-0.381275348,-0.105196327,-1.992520781
Quality Checkers and Testers,m,2,62,0,465,425,575,0.229481755,0.035610657,0.572285314,0.801825016,-0.833338507,-2.602642685
Quality Checkers and Testers,f,1,62,0,475,500,635,0.486747008,-1.096863441,0.266485101,-0.761909749,-0.343054186,-2.068009929
Quality Checkers and Testers,m,2,62,0,640,535,590,0.953899775,-0.545049879,-0.123451169,0.783708223,-1.085337138,2.133224323
Quality Checkers and Testers,m,2,62,0,360,425,370,0.23780284,-1.251668088,0.547598629,0.121412106,-0.935777048,-2.128201357
Quality Checkers and Testers,m,2,62,0,325,370,260,0.04099931,-0.898165915,0.043550256,0.181221943,-1.090630097,-2.912273771
Quality Checkers and Testers,m,2,62.15,1,405,330,210,0.376059587,-0.775152273,0.50579232,0.693958552,-1.006641268,-2.337959285
Quality Checkers and Testers,m,2,62.4,0,505,635,525,0.765673581,-0.735733554,0.117368938,0.620380986,-0.806681089,-2.937753417
Quality Checkers and Testers,m,2,62.5,0,560,370,370,0.649389715,-1.093397231,-0.856700425,-0.56307763,-0.732749518,2.711140911
Quality Checkers and Testers,m,2,63,1,515,385,625,0.216785486,0.461407261,0.342103719,0.544653328,-0.122932754,-2.215372523
Quality Checkers and Testers,m,2,63,0,455,475,375,0.27350033,-0.357680496,0.381170864,0.034902933,-0.956543476,-2.512071433
Quality Checkers and Testers,m,2,63,0,440,450,395,0.991230625,-0.608453409,0.016454282,0.805686531,0.972678371,-2.070902414
Quality Checkers and Testers,m,2,63.1,0,665,665,635,0.670743151,0.425746823,0.83543211,0.842404393,-0.361769581,-2.360766491
Quality Checkers and Testers,m,2,63.2,0,510,355,340,0.123016732,-1.180266002,0.111282315,0.032350558,-1.123295288,-1.980683079
Quality Checkers and Testers,m,2,63.3,0,575,475,605,0.338786347,-1.110891778,0.690812634,0.924216361,-0.494576805,-2.356242186
Quality Checkers and Testers,m,1,63.3,0,535,570,510,0.635978756,-0.016623819,0.879446172,0.625209888,0.349323563,-1.959390081
Quality Checkers and Testers,m,2,63.69,1,475,565,500,0.875503907,-0.027603149,0.435977181,0.956030542,0.533102573,-2.062836399
Quality Checkers and Testers,m,2,64,0,544,535,485,0.413838256,-1.172681798,0.323312969,0.042546409,-1.177679909,-2.611463639
Quality Checkers and Testers,f,2,64,0,515,425,325,0.450876584,-0.767337699,-0.929235031,0.824014227,-0.314614449,-2.300387503
Quality Checkers and Testers,m,2,64,1,345,375,315,0.3423149,0.813227262,-0.571642275,0.184891823,-1.426878148,-2.374473827
Quality Checkers and Testers,f,2,64,1,625,445,385,0.600057182,-0.305737571,0.987742502,0.854972929,-1.392185027,-2.804000444
Quality Checkers and Testers,m,2,64,1,415,440,650,0.377551419,-0.669330405,0.517570207,0.738561569,0.979856225,-1.991911154
Quality Checkers and Testers,f,2,64.3,1,345,385,385,0.190153406,-1.067059849,-0.386378839,0.773331141,-0.675119963,1.964699452
Quality Checkers and Testers,f,2,64.4,0,535,475,515,0.376059587,-1.009926789,0.972922905,-0.227959459,-0.607322904,-1.602225795
Quality Checkers and Testers,m,2,64.9,0,430,450,605,0.336185066,-0.491820248,0.684763856,0.372864102,-0.597568765,-2.270497979
Quality Checkers and Testers,m,2,64.94,1,555,435,544,0.635978756,-1.422392369,0.484350576,0.429699152,1.094865049,2.58765224
Quality Checkers and Testers,m,2,65,0,425,445,485,0.488347977,-0.69222033,0.389662341,0.771497562,-0.021379015,-1.795497647
Quality Checkers and Testers,m,2,65,0,475,585,625,0.376059587,-1.465935538,-0.541762339,-0.379747202,-0.180233554,2.781675508
Quality Checkers and Testers,m,1,65,0,440,440,620,0.744758354,0.424936968,0.328777067,0.895377435,-1.456699466,-2.993396458
Quality Checkers and Testers,m,2,65,1,465,485,330,0.868736585,-1.280503475,0.228959643,0.123448413,-0.832879556,2.462733672
Quality Checkers and Testers,f,2,65,0,290,285,270,0.486747008,-0.947616089,0.660006698,0.621742167,-1.427609233,-2.479346365
Quality Checkers and Testers,m,2,65.06,0,485,495,435,0.901489571,-1.260482154,0.066003505,-0.911376508,-0.269478222,-2.450095472
Quality Checkers and Testers,m,2,65.18,1,415,470,385,0.165633092,-0.293557362,0.983772938,0.962064632,-0.432136187,-2.703895997
Quality Checkers and Testers,m,2,65.2,1,545,620,885,0.979521744,-1.398545889,0.155046605,0.561396799,-0.44318686,-2.536475703
Quality Checkers and Testers,m,2,65.2,1,615,530,465,0.450876584,-0.700089396,0.747614023,0.533698627,-1.033860315,1.965008934
Quality Checkers and Testers,m,2,65.44,0,365,495,505,0.694479328,0.911681351,0.785962049,0.753417553,1.206300994,1.836318021
Quality Checkers and Testers,m,2,65.5,0,450,570,415,0.444617717,-0.071102759,0.125175061,0.182190648,-1.449416571,-2.580769121
Quality Checkers and Testers,m,2,65.5,0,485,475,385,0.376059587,-0.716291439,0.30706658,0.334133152,-1.45828399,-1.896233568
Quality Checkers and Testers,f,2,65.5,0,405,625,390,0.81941653,-0.474249379,0.688871362,0.405153355,-0.67949717,-1.874024484
Quality Checkers and Testers,m,2,65.66,0,335,460,400,0.755375121,-0.93462674,-0.647303552,0.532996028,-1.144472944,-2.43473757
